"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
181220,"4212900356","Latgales reģions","Preiļu 1. pamatskola","DAUGAVPILS IELA 34, PREIĻI, PREIĻU NOVADS, LV-5301","preilu1psk@pvg.edu.lv","65322749","NORA","ŠŅEPSTE","Latviešu",470,"pilseta"
181280,"4212803090","Latgales reģions","Pamatskola ""Preiļu Brīvā skola""","AGLONAS IELA 22, PREIĻI, PREIĻU NOVADS, LV-5301","preilubrivaskola@gmail.com","26473636","ILONA","INDRIKSONE","Latviešu",6,"pilseta"
181301,"4213900374","Latgales reģions","Līvānu 1. vidusskola","RĪGAS IELA 101, LĪVĀNI, LĪVĀNU NOVADS, LV-5316","livanu1vsk@livani.lv","65307200","JURIS","IESALNIEKS","Latviešu",518,"pilseta"
181302,"4213900387","Latgales reģions","Līvānu 2. vidusskola","RĪGAS IELA 113/117, LĪVĀNI, LĪVĀNU NOVADS, LV-5316","livanu2vsk@livani.lv","65307660","KLAVDIJA","DAUKŠTE","Krievu",247,"pilseta"
181304,"4213900386","Latgales reģions","Preiļu 2. vidusskola","ANDREJA PAULĀNA IELA 2, PREIĻI, PREIĻU NOVADS, LV-5301","preilu2vsk@pvg.edu.lv","65322184, 65322501","NADEŽDA","HĻEBŅIKOVA","LK",215,"pilseta"
181305,"4213900381","Latgales reģions","Aglonas vidusskola","DAUGAVPILS IELA 6, AGLONA, AGLONAS PAGASTS, AGLONAS NOVADS, LV-5304","aglonasvsk@pvg.edu.lv","65321373","LIDIJA","ŠATILOVA","Latviešu",152,"lauki"
181306,"4213900379","Latgales reģions","Riebiņu vidusskola","LIEPU IELA 21, RIEBIŅI, RIEBIŅU PAGASTS, RIEBIŅU NOVADS, LV-5326","riebinuvsk@riebini.lv","65356784","INETA","ANSPOKA","LK",252,"lauki"
181307,"4213900378","Latgales reģions","Rudzātu vidusskola","MIERA IELA 13, RUDZĀTI, RUDZĀTU PAGASTS, LĪVĀNU NOVADS, LV-5328","rudzatuvsk@livani.lv","65326331","VLADISLAVS","SPRIŅĢIS","Latviešu",97,"lauki"
181308,"4213900377","Latgales reģions","Vārkavas vidusskola","SKOLAS IELA 4, VECVĀRKAVA, UPMALAS PAGASTS, VĀRKAVAS NOVADS, LV-5335","varkavasvsk@pvg.edu.lv","65326655","ANITA","VILCĀNE","Latviešu",117,"lauki"
181309,"4213900380","Latgales reģions","Aglonas internātvidusskola","RUŠONAS IELA 11, JAUNAGLONA, AGLONAS PAGASTS, AGLONAS NOVADS, LV-5304","aglonasintgim@pvg.edu.lv","65381247, 29109659","DIDZIS","VANAGS","Latviešu",96,"lauki"
181310,"4219900382","Latgales reģions","Preiļu Valsts ģimnāzija","KOOPERATĪVA IELA 6, PREIĻI, PREIĻU NOVADS, LV-5301","preiluvalstsgim@pvg.edu.lv","65321663","LIGITA","PAUNIŅA","Latviešu",167,"pilseta"
181381,"4216800388","Latgales reģions","Aglonas Katoļu ģimnāzija","ALOĪZA BROKA IELA 6, AGLONA, AGLONAS PAGASTS, AGLONAS NOVADS, LV-5304","aglonaskatgim@pvg.edu.lv","65381110","ANITA","PLACINSKA","Latviešu",11,"lauki"
181401,"4214900375","Latgales reģions","Preiļu novada Vakara (maiņu) un neklātienes vidusskola","CELTNIEKU IELA 2, PREIĻI, PREIĻU NOVADS, LV-5301",,"65321401","KLAVDIJA","ZARĀNE","LK",110,"pilseta"
181402,"4214900376","Latgales reģions","Līvānu novada Vakara (maiņu) vidusskola","RĪGAS IELA 113/117, LĪVĀNI, LĪVĀNU NOVADS, LV-5316","livanuvakvsk@livani.lv","65342942","ILZE","VANAGA","Latviešu",113,"pilseta"
182201,"4220900355","Latgales reģions","Rudzātu speciālā internātpamatskola","LŪZENIEKI, RUDZĀTU PAGASTS, LĪVĀNU NOVADS, LV-5328","rudzatuintpsk@livani.lv","65326355","EDGARS","VAIVODS","Latviešu",49,"lauki"
191204,"4212901166","Latgales reģions","Dekšāru pamatskola","NĀKOTNES IELA 2, DEKŠĀRES, DEKŠĀRES PAGASTS, VIĻĀNU NOVADS, LV-4614","daiga.ceipiniece@saskarsme.lv","64640146","DAIGA","CEIPINIECE","Latviešu",81,"lauki"
191207,"4212901145","Latgales reģions","Feimaņu pamatskola","FEIMAŅI, FEIMAŅU PAGASTS, RĒZEKNES NOVADS, LV-4623","feimani@saskarsme.lv","64644749","AINA","DRIKŠŅA","Latviešu",85,"lauki"
191209,"4212901156","Latgales reģions","Jaunstrūžānu pamatskola","MIERA IELA 12, STRŪŽĀNI, STRUŽĀNU PAGASTS, RĒZEKNES NOVADS, LV-4643","jaunstruzani@saskarsme.lv","64667096","IVARS","IGAUNIS","Latviešu",66,"lauki"
191210,"4212901141","Latgales reģions","Kalnezeru Katoļu pamatskola","VIRAUDAS IELA 5, LENDŽI, LENDŽU PAGASTS, RĒZEKNES NOVADS, LV-4625","kalnezeri@saskarsme.lv","64644723","KRISTĪNE","LEŠČINSKA","Latviešu",41,"lauki"
191217,"4212901165","Latgales reģions","Rēznas pamatskola","SKOLAS IELA 2, STOĻEROVA, STOĻEROVAS PAGASTS, RĒZEKNES NOVADS, LV-4642","rezna@saskarsme.lv","64644170","ANATOLIJS","KOZLOVSKIS","LK",129,"lauki"
191219,"4212901167","Latgales reģions","Sakstagala Jāņa Klīdzēja pamatskola","SKOLAS IELA 13, SAKSTAGALS, SAKSTAGALA PAGASTS, RĒZEKNES NOVADS, LV-4638","sakstagals@saskarsme.lv","64640547","SILVIJA","FREIBERGA","LK",138,"lauki"
191229,"4212901168","Latgales reģions","Verēmu pamatskola","ŠKEŅEVA, VĒRĒMU PAGASTS, RĒZEKNES NOVADS, LV-4647","veremi@saskarsme.lv","64628835, 64628838","JEVĢĒNIJA","PAURA","Latviešu",78,"lauki"
191232,"4212902240","Latgales reģions","Gaigalavas pamatskola","GAIGALAVA, GAIGALAVAS PAGASTS, RĒZEKNES NOVADS, LV-4618","gaigalava@saskarsme.lv","64644519","INĀRA","ŪSĪTE","Latviešu",101,"lauki"
191233,"4212901140","Latgales reģions","Audriņu pamatskola","AUDRIŅI, AUDRIŅU PAGASTS, RĒZEKNES NOVADS, LV-4611","audrini@saskarsme.lv","64640481","LIĀNA","TEIRUMNIEKA","Krievu",69,"lauki"
191302,"4213900184","Latgales reģions","Viļānu vidusskola","RĒZEKNES IELA 1a, VIĻĀNI, VIĻĀNU NOVADS, LV-4650","vilanuvidusskola@gmail.com","64628040","PĒTERIS","TRETJUKS","LK",516,"pilseta"
191305,"4213901150","Latgales reģions","Dricānu vidusskola","DRICĀNI, DRICĀNU PAGASTS, RĒZEKNES NOVADS, LV-4615","dricani@saskarsme.lv","25432338","SKAIDRĪTE","STRODE","Latviešu",185,"lauki"
191307,"4213901076","Latgales reģions","Kaunatas vidusskola","RĀZNAS IELA 17, KAUNATA, KAUNATAS PAGASTS, RĒZEKNES NOVADS, LV-4622","kaunata@saskarsme.lv","64667253","SKAIDRĪTE","ŪZULIŅA","LK",235,"lauki"
191308,"4213901149","Latgales reģions","Tiskādu vidusskola","PARKA IELA 4, VECRUŽINA, SILMALAS PAGASTS, RĒZEKNES NOVADS, LV-4636","tiskadi@saskarsme.lv","64646124","OLGA","MISEVIČA","Krievu",216,"lauki"
191310,"4213901078","Latgales reģions","Lūcijas Rancānes Makašānu Amatu vidusskola","IUGULOVA, VĒRĒMU PAGASTS, RĒZEKNES NOVADS, LV-4604","skola@makasani.lv","64628830, 64628832","GUNDEGA","RANCĀNE","Latviešu",104,"lauki"
191311,"4213901152","Latgales reģions","Nautrēnu vidusskola","ROGOVKA, NAUTRĒNU PAGASTS, RĒZEKNES NOVADS, LV-4652","nautreni@saskarsme.lv","64644390","ANITA","LUDBORŽA","Latviešu",227,"lauki"
191312,"4213903054","Latgales reģions","Maltas vidusskola","SKOLAS IELA 5, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630","malta@saskarsme.lv","64631440, 64634355","VINERA","DIMPERE","LK",580,"lauki"
192201,"4220900956","Latgales reģions","Maltas speciālā internātpamatskola","ROZENTOVAS IELA 9, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630","maltasspec@saskarsme.lv","64631050","GEORGS","IGNATJEVS","LK",79,"lauki"
192202,"4220901170","Latgales reģions","Tiskādu speciālā internātpamatskola","EZERA IELA 23, VECRUŽINA, SILMALAS PAGASTS, RĒZEKNES NOVADS, LV-4636","tiskadiint@saskarsme.lv","64646135","ŽANIS","FELDMANIS","Krievu",92,"lauki"
192203,"4222901171","Latgales reģions","Adamovas speciālā internātpamatskola","ADAMOVA, VĒRĒMU PAGASTS, RĒZEKNES NOVADS, LV-4647","adamova@saskarsme.lv","64633740","JĀNIS","PURIŅŠ","Latviešu",100,"lauki"
141106,"4311902862","Rīgas reģions","Limbažu sākumskola","RĪGAS IELA 28, LIMBAŽI, LIMBAŽU NOVADS, LV-4001","sakumskola@limbazi.lv","64070786, 64070782","VIJA","JEVDOKIMOVA","Latviešu",369,"pilseta"
141201,"4312900160","Rīgas reģions","Krišjāņa Valdemāra Ainažu pamatskola","PARKA IELA 12, AINAŽI, SALACGRĪVAS NOVADS, LV-4035","ainazu.skola@salacgriva.lv","64043289","SANDRA","KUKA","Latviešu",85,"pilseta"
141208,"4312900169","Rīgas reģions","Garlība Merķeļa Lēdurgas pamatskola","LĒDURGA, LĒDURGAS PAGASTS, KRIMULDAS NOVADS, LV-4012","ledurga@latnet.lv","64064456","MAIJA","KALNIŅA","Latviešu",80,"lauki"
141210,"4312900171","Rīgas reģions","Pāles pamatskola","PĀLE, PĀLES PAGASTS, LIMBAŽU NOVADS, LV-4052","pales_ps@limbazi.lv","64031810","IGO","AŽUKS","Latviešu",85,"lauki"
141213,"4312900175","Rīgas reģions","Umurgas pamatskola","UMURGA, UMURGAS PAGASTS, LIMBAŽU NOVADS, LV-4004","umurgas_ps@limbazi.lv","64070255","VALENTĪNA","OZOLA","Latviešu",119,"lauki"
141214,"4312900176","Rīgas reģions","Vidrižu pamatskola","""Ābeles"", VIDRIŽI, VIDRIŽU PAGASTS, LIMBAŽU NOVADS, LV-4013","vidrizu_ps@limbazi.lv","64062225","LIGITA","GŪTMANE","Latviešu",84,"lauki"
141215,"4312900178","Rīgas reģions","Baumaņu Kārļa Viļķenes pamatskola","VIĻĶENE, VIĻĶENES PAGASTS, LIMBAŽU NOVADS, LV-4050","vilkenes_ps@limbazi.lv","64063216","ILZE","ĀDAMSONE","Latviešu",82,"lauki"
141218,"4312900170","Rīgas reģions","Ozolmuižas pamatskola","Ozolmuižas pils, OZOLMUIŽA, BRĪVZEMNIEKU PAGASTS, ALOJAS NOVADS, LV-4063","ozolmuizas.pamatskola@aloja.lv","64030493","JUTA","CIRCENE","Latviešu",49,"lauki"
141219,"4312900167","Rīgas reģions","Lādezera pamatskola","LĀDEZERS, LIMBAŽU PAGASTS, LIMBAŽU NOVADS, LV-4011","ladezera_ps@limbazi.lv","64071277 64071269 64071276","TAIGA","PLITNIECE","Latviešu",140,"lauki"
141301,"4313900157","Rīgas reģions","Alojas Ausekļa vidusskola","AUSEKĻA IELA 1, ALOJA, ALOJAS NOVADS, LV-4064","alojas.vsk@aloja.lv","64031201","INESE","MĒTRIŅA","Latviešu",240,"pilseta"
141304,"4313900159","Rīgas reģions","Salacgrīvas vidusskola","PĒRNAVAS IELA 31, SALACGRĪVA, SALACGRĪVAS NOVADS, LV-4033","skola@salacskola.lv","64023060, 64023064","EDUARDS","ĀDMĪDIŅŠ","Latviešu",439,"pilseta"
141305,"4313900158","Rīgas reģions","Liepupes vidusskola","Veiksmes, LIEPUPE, LIEPUPES PAGASTS, SALACGRĪVAS NOVADS, LV-4023","liepupesvsk@salacgriva.lv","64020354","ARTA","RUBEZE","Latviešu",141,"lauki"
141306,"4313901881","Rīgas reģions","Limbažu 3. vidusskola","PARKA IELA 38, LIMBAŽI, LIMBAŽU NOVADS, LV-4001","l3vsk@limbazi.lv","64023071","ZIEDONIS","RUBEZIS","Latviešu",512,"pilseta"
141307,"4313902604","Rīgas reģions","Staiceles vidusskola","SPORTA IELA 4, STAICELE, ALOJAS NOVADS, LV-4043","staicelesvsk@inbox.lv","64035330  64035337","SANDRA","BROKĀNE","Latviešu",186,"pilseta"
141308,"4316901395","Rīgas reģions","Limbažu novada ģimnāzija","RĪGAS IELA 28, LIMBAŽI, LIMBAŽU NOVADS, LV-4001","gimnazija@limbazi.lv","64070698, 28620704","GUNTA","LĀCE","Latviešu",249,"pilseta"
142201,"4322900181","Rīgas reģions","Katvaru internātpamatskola","KATVARU PAGASTS, LIMBAŽU NOVADS, LV-4061","katvaru_intpsk@limbazi.lv","64023831","IVETA","TIRZĪTE","Latviešu",51,"lauki"
171101,"4311900200","Rīgas reģions","Ogres sākumskola","MEŽA PROSPEKTS 14/1, OGRE, OGRES NOVADS, LV-5001","skola@ogressakumskola.lv","65044521","MĀRA","BANKA","Latviešu",679,"pilseta"
171202,"4312900195","Rīgas reģions","Lielvārdes pamatskola","AVOTU IELA 2, LIELVĀRDE, LIELVĀRDES NOVADS, LV-5071","liepa@lielvarde.ogre.lv","65054036","ANDIS","PĒTERSONS","Latviešu",290,"pilseta"
171203,"4312901328","Rīgas reģions","Birzgales pamatskola","SKOLAS IELA 1, BIRZGALE, BIRZGALES PAGASTS, ĶEGUMA NOVADS, LV-5033","skola@birzgale.oic.lv","65034137 65034107","VALENTĪNS","PASTARS","Latviešu",89,"lauki"
171206,"4312900196","Rīgas reģions","Ķeipenes pamatskola","ZIEDU IELA 3, ĶEIPENE, ĶEIPENES PAGASTS, OGRES NOVADS, LV-5062","keipenessk@ogresnovads.lv","65033695","MĀRIS","SILIŅŠ","Latviešu",97,"lauki"
171208,"4312901329","Rīgas reģions","Lēdmanes pamatskola","LĒDMANE, LĒDMANES PAGASTS, LIELVĀRDES NOVADS, LV-5011","skola-ledmane@inbox.lv","65058722","ANDRIS","EGLĪTIS","Latviešu",115,"lauki"
171210,"4312900199","Rīgas reģions","Tīnūžu pamatskola","""Kalnliepas"", TĪNŪŽI, TĪNŪŽU PAGASTS, IKŠĶILES NOVADS, LV-5015","tinuzupsk@ikskile.lv","65068802","AELITA","GRASE","Latviešu",176,"lauki"
171215,"4312900194","Rīgas reģions","Ogresgala pamatskola","NĀKOTNES IELA 4, OGRESGALS, OGRESGALA PAGASTS, OGRES NOVADS, LV-5041","ogrgalskola@ogresnovads.lv","65035160, 65035250","SKAIDRĪTE","BUTĀNE","Latviešu",150,"lauki"
171216,"4312902972","Rīgas reģions","Taurupes pamatskola","TAURUPE, TAURUPES PAGASTS, OGRES NOVADS, LV-5064","taurupe.vsk@inbox.lv","65031319, 65031306","LONIJA","PUŠMUCĀNE","Latviešu",103,"lauki"
171301,"4313901327","Rīgas reģions","Jaunogres vidusskola","MĀLKALNES PROSPEKTS 43, OGRE, OGRES NOVADS, LV-5001","jvsk@ogresnovads.lv","65021445","LUDMILA","SOKOLOVA","Krievu",571,"pilseta"
171302,"4313901694","Rīgas reģions","Edgara Kauliņa Lielvārdes vidusskola","GAISMAS IELA 17, LIELVĀRDE, LIELVĀRDES NOVADS, LV-5070","vidusskola@lielvarde.lv","65054395","AIGARS","KRUVESIS","Latviešu",483,"pilseta"
171303,"4313900189","Rīgas reģions","Ogres 1. vidusskola","ZINĪBU IELA 3, OGRE, OGRES NOVADS, LV-5001","ogres1vsk@ogresnovads.lv","65035929","IRĒNA","PUPČENOKA","Latviešu",1189,"pilseta"
171305,"4313900188","Rīgas reģions","Madlienas vidusskola","MADLIENA, MADLIENAS PAGASTS, OGRES NOVADS, LV-5045","madlienasvidusskola@ogresnovads.lv","65039158, 65039106","EDGARS","VIŅĶIS","Latviešu",256,"lauki"
171306,"4313900187","Rīgas reģions","Suntažu vidusskola","SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060","suntazi_vsk@ogresnovads.lv","65037319, 65035796, 65035792","ASTRĪDA","ĀRMANE","Latviešu",263,"lauki"
171308,"4313901325","Rīgas reģions","Jumpravas vidusskola","OZOLU IELA 14, JUMPRAVA, JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022","jumpravasvsk@lielvarde.lv","65057622,26466059","RUTA","DIŠEREITE","Latviešu",203,"lauki"
171309,"4313900190","Rīgas reģions","Ikšķiles vidusskola","SKOLAS IELA 2, IKŠĶILE, IKŠĶILES NOVADS, LV-5052","vidusskola@ikskile.lv","65030236, 65020992, 65055463","ČESLAVS","BATŅA","Latviešu",828,"pilseta"
171310,"4313900201","Rīgas reģions","Ķeguma komercnovirziena vidusskola","SKOLAS IELA 10, ĶEGUMS, ĶEGUMA NOVADS, LV-5020","skola@kegumaskola.lv","65055275","VLADIMIRS","SAMOHINS","Latviešu",290,"pilseta"
171311,"4319901137","Rīgas reģions","Ogres Valsts ģimnāzija","MEŽA PROSPEKTS 14, OGRE, OGRES NOVADS, LV-5001","gimnazija@ogresnovads.lv","65035690, 65044522","AINA","BĒRCE","Latviešu",439,"pilseta"
172201,"4322901056","Rīgas reģions","Jumpravas speciālā internātpamatskola","JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022","internatskola@lielvarde.lv","65057648, 65057518, 65057568","BENITA","LISOVSKA","Latviešu",49,"lauki"
172301,"4323901430","Rīgas reģions","Suntažu internātpamatskola - rehabilitācijas centrs","SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060","ssint@ogresnovads.lv","65055128, 65055125, 65055131","SANITA","LAPSA","Latviešu",58,"lauki"
201105,"4311901108","Rīgas reģions","Pļavniekkalna sākumskola","PĻAVNIEKKALNA IELA 20, KATLAKALNS, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2111","plavniekkalna.pamatskola@kekava.lv","67938862, 67708538","AGITA","BALTMANE","Latviešu",195,"lauki"
201107,"4311902782","Rīgas reģions","Mārupes novada Skultes sākumskola","SKULTES IELA 25, SKULTE, MĀRUPES NOVADS, LV-2108","skultes.sakumskola@inbox.lv","67915276","HALYNA","GRIZANE","Krievu",27,"lauki"
201108,"4311902824","Rīgas reģions","Babītes novada pašvaldības Salas sākumskola","Pīlādzīši, SPUŅCIEMS, SALAS PAGASTS, BABĪTES NOVADS, LV-2105","sakumskola@babite.lv","67934172","DAINA","KRŪMIŅA","Latviešu",29,"lauki"
201109,"4311902928","Rīgas reģions","Laurenču sākumskola","LAURENČU IELA 7, SIGULDA, SIGULDAS NOVADS, LV-2150","laurencuskola@sigulda.lv","67973373","SANITA","UNGURA","Latviešu",243,"pilseta"
201180,"4311802759","Rīgas reģions","Privātā sākumskola ""Vinnijs""","PRIEŽU IELA 3, BABĪTE, BABĪTES PAGASTS, BABĪTES NOVADS, LV-2101","info@bernudarzsvinnijs.lv","67888123","EVITA","VINCEVIČA","Latviešu",35,"lauki"
201181,"4311802957","Rīgas reģions","Privātā Montessori sākumskola","ZELTRĪTU IELA 26, MĀRUPE, MĀRUPES NOVADS, LV-2167","mazulitisru@mazulitisru.lv","26137396","INETA","KALNIŅA","Latviešu",12,"pilseta"
201182,"4311803037","Rīgas reģions","Privātā Montesori sākumskola ""Pētnieki""","APOGU IELA 8 - 1, SUŽI, GARKALNES NOVADS, LV-1024","info@petniekudarbnica.lv","29491639",,,"Latviešu",12,"lauki"
201202,"4312901089","Rīgas reģions","Siguldas 1. pamatskola","PULKVEŽA BRIEŽA IELA 105, SIGULDA, SIGULDAS NOVADS, LV-2150","1.pamatskola@sigulda.lv","28708685","VALTERS","MAČS","Latviešu",461,"pilseta"
201204,"4312901109","Rīgas reģions","Allažu pamatskola","SKOLAS IELA 5, ALLAŽI, ALLAŽU PAGASTS, SIGULDAS NOVADS, LV-2154","allazu.pamatskola@sigulda.lv","67970954, 67970949","SANDRA","TUKIŠA","Latviešu",116,"lauki"
201206,"4312901110","Rīgas reģions","Carnikavas pamatskola","NĀKOTNES IELA 1, CARNIKAVA, CARNIKAVAS NOVADS, LV-2163","carnpams@latnet.lv","67993797 67993613","SERGEJS","ČEVERS","Latviešu",333,"lauki"
201207,"4312901117","Rīgas reģions","Daugmales pamatskola","DAUGMALES PAGASTS, ĶEKAVAS NOVADS, LV-2124","daugmales.pamatskola@kekava.lv","67957401 67957894","ANDRIS","CEĻMALNIEKS","Latviešu",131,"lauki"
201209,"4312901339","Rīgas reģions","Inčukalna pamatskola","ZVAIGŽŅU IELA 2, INČUKALNS, INČUKALNA PAGASTS, INČUKALNA NOVADS, LV-2141","incukaln@latnet.lv","67977275, 67977650, 67977176","KASPARS","KIRIS","Latviešu",201,"lauki"
201210,"4312901121","Rīgas reģions","Mārupes pamatskola","VISKALNU IELA 7, TĪRAINE, MĀRUPES NOVADS, LV-2167","skola@marupespamatsk.lv","67148306, 67912629","SIGITA","SAKOVIČA","Latviešu",313,"pilseta"
201211,"4312901114","Rīgas reģions","Sējas pamatskola","LOJA, SĒJAS NOVADS, LV-2142","skola@seja.lv","67977755, 67703155","INESE","OZOLNIECE","Latviešu",169,"lauki"
201213,"4312901128","Rīgas reģions","Stopiņu pamatskola","LĪDUMNIEKU IELA 10, SAURIEŠI, STOPIŅU NOVADS, LV-2118","stopsk@inbox.lv","67956817, 67956645","VALĒRIJA","MIKUTE","Krievu",132,"lauki"
201217,"4312901006","Rīgas reģions","Baldones Mūzikas pamatskola","DAUGAVAS IELA 23, BALDONE, BALDONES NOVADS, LV-2125","baltapils@inbox.lv","67932069","DACE ELĒNA","SLOKA","Latviešu",134,"pilseta"
201221,"4312901113","Rīgas reģions","Mālpils internātpamatskola","PILS IELA 14, MĀLPILS, MĀLPILS NOVADS, LV-2152","gevele@malpilsskola.lv","67925131","FRANČESKA","ĢĒVELE","Latviešu",81,"lauki"
201223,"4312900327","Rīgas reģions","Mores pamatskola","SIGULDAS IELA 15, MORE, MORES PAGASTS, SIGULDAS NOVADS, LV-2170","moressk@inbox.lv","64147217","GUNDEGA","PĒTERSONE","Latviešu",88,"lauki"
201224,"4312902828","Rīgas reģions","Berģu Mūzikas un mākslas pamatskola","SKOLAS IELA 8, UPESCIEMS, GARKALNES NOVADS, LV-2137","berguskola@inbox.lv","67990388, 29338507","ILZE","BRIŅĶE","Latviešu",248,"lauki"
201225,"4312902868","Rīgas reģions","Zaķumuižas pamatskola","SKOLAS IELA 3, ROPAŽI, ROPAŽU NOVADS, LV-2133","zakumuizas_psk@ropazi.lv","67797579, 67958163","INTA","OZOLA","Latviešu",186,"lauki"
201226,"4312903031","Rīgas reģions","Jaunmārupes pamatskola","MAZCENU ALEJA 4A, JAUNMĀRUPE, MĀRUPES NOVADS, LV-2166","jmsk@inbox.lv","67933594","IVETA","TIMULE","Latviešu",502,"lauki"
201280,"4312802726","Rīgas reģions","Privātā pamatskola ""Gaismas tilts 97""","NĀKOTNES IELA 3, ĶEKAVA, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2123","gt97@gt97.lv","67937884","EGITA","HEISLERE","Latviešu",108,"lauki"
201282,"4312802956","Rīgas reģions","Pamatskola ""Brīvā Māras skola""","""Draugi"", MĀRUPES NOVADS, LV-2166","info@marasskola.lv","29682468","AILITA","JAKUBOVSKA","Latviešu",20,"lauki"
201301,"4313901125","Rīgas reģions","Baldones vidusskola","IECAVAS IELA 2, BALDONE, BALDONES NOVADS, LV-2125","skola@baldonesvsk.lv","67932794, 67932713, 67932317","DZINTRA","KNOHENFELDE","Latviešu",537,"pilseta"
201302,"4313901122","Rīgas reģions","Olaines 1. vidusskola","ZEIFERTA IELA 4, OLAINE, OLAINES NOVADS, LV-2114","olaines1vsk@o1vsk.lv","67962959","JĀZEPS","VOLĀNS","LK",842,"pilseta"
201303,"4313901129","Rīgas reģions","Olaines 2. vidusskola","SKOLAS IELA 1, OLAINE, OLAINES NOVADS, LV-2114","olaine2vsk@gmail.com","67963582","LUDMILA","OSIPOVA","Krievu",732,"pilseta"
201304,"4313901093","Rīgas reģions","Saulkrastu vidusskola","SMILŠU IELA 3, SAULKRASTI, SAULKRASTU NOVADS, LV-2160","saulkrastuvsk@inbox.lv","67951638","VELTA","KALNAKĀRKLE","Latviešu",342,"pilseta"
201305,"4313901107","Rīgas reģions","Ulbrokas vidusskola","VĀLODZES, STOPIŅU NOVADS, LV-2130","ulbrokas.skola@u-vsk.lv","67910372","NORMUNDS","BALABKA","Latviešu",719,"lauki"
201307,"4313901104","Rīgas reģions","Vangažu vidusskola","GAUJAS IELA 2, VANGAŽI, INČUKALNA NOVADS, LV-2136","vang_vsk@latnet.lv","67995428","INDRA","KALNIŅA","LK",404,"pilseta"
201308,"4313901280","Rīgas reģions","Ādažu vidusskola","GAUJAS IELA 30, ĀDAŽI, ĀDAŽU NOVADS, LV-2164","vidusskola@adazi.tl.lv","67996165","DACE","DUMPE","LK",1250,"pilseta"
201309,"4313901118","Rīgas reģions","Babītes vidusskola","JŪRMALAS IELA 17, PIŅĶI, BABĪTES PAGASTS, BABĪTES NOVADS, LV-2107","vidusskola@babite.lv","67914834","ILZE","ROZENBERGA","Latviešu",830,"lauki"
201310,"4313901079","Rīgas reģions","Ķekavas vidusskola","GAISMAS IELA 9, ĶEKAVA, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2123","kekavas.vidusskola@kekava.lv","67937196, 67937607","SANDRA","PUGOVKA","Latviešu",944,"lauki"
201311,"4313901119","Rīgas reģions","Krimuldas vidusskola","SKOLAS IELA 11, RAGANA, KRIMULDAS PAGASTS, KRIMULDAS NOVADS, LV-2144","krimulda.skola@latnet.lv","67978525","RITA","ERDMANE","Latviešu",338,"lauki"
201313,"4313901090","Rīgas reģions","Mārupes vidusskola","KANTORA IELA 97, MĀRUPE, MĀRUPES NOVADS, LV-2167","marupesvskola@parks.lv","67934372","JĀNIS","LAGZDKALNS","Latviešu",1039,"pilseta"
201314,"4313901112","Rīgas reģions","Ropažu vidusskola","RĪGAS IELA 5, ROPAŽI, ROPAŽU NOVADS, LV-2135","ropazuvssk@ropazuvsk.lv","67918207, 67918487","PĒTERIS","SALENIEKS","Latviešu",302,"lauki"
201315,"4313901008","Rīgas reģions","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""","LAUKU IELA 1, SALASPILS, SALASPILS NOVADS, LV-2121","skola@s1vsk.lv","67947253, 67946814","VERA","KALNIŅA","Latviešu",830,"pilseta"
201316,"4313901120","Rīgas reģions","Zvejniekciema vidusskola","ATPŪTAS IELA 1, SAULKRASTI, SAULKRASTU NOVADS, LV-2161","zvskola@dot.lv","67954037","ANDRIS","DULPIŅŠ","Latviešu",264,"pilseta"
201317,"4319901124","Rīgas reģions","Siguldas Valsts ģimnāzija","KRIŠJĀŅA BARONA IELA 10, SIGULDA, SIGULDAS NOVADS, LV-2150","svg@sigulda.lv","67971461","RŪDOLFS","KALVĀNS","Latviešu",437,"pilseta"
201318,"4313901092","Rīgas reģions","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""","SKOLAS IELA 6, SALASPILS, SALASPILS NOVADS, LV-2121","vsk2@latik.lv","67947009, 67940950","VENERANDA","BOGDĀNE","LK",770,"pilseta"
201319,"4316001068","Rīgas reģions","Murjāņu sporta ģimnāzija","""Klintslejas 4"", MURJĀŅI, SĒJAS NOVADS, LV-2142","msg@msg.edu.lv","67977832 , 29330201","INGRĪDA","AMANTOVA","Latviešu",186,"lauki"
201320,"4313902363","Rīgas reģions","Baložu vidusskola","SKOLAS IELA 6, BALOŽI, ĶEKAVAS NOVADS, LV-2112","balozu.vidusskola@kekava.lv","67917725","VITA","BROKA","LK",558,"pilseta"
